 name         t90      fluence    fluence_error fluence_batse fluence_batse_error 
 GRB170715878   12.800 7.2167e-07    5.8971e-08    3.4345e-07          3.2474e-08 
 GRB200407388   47.872 2.7309e-06    5.8296e-08    1.5269e-06          3.2484e-08 
 GRB170901007    5.888 7.8226e-07    5.1981e-08    4.4777e-07          3.2492e-08 
 GRB130106995   70.401 1.5435e-05    6.7999e-08    7.7124e-06          3.2495e-08 
 GRB121029350   15.808 7.8146e-06    5.8005e-08    5.1167e-06          3.2497e-08 
 GRB101202154   18.432 1.4080e-06    7.9591e-08    6.9766e-07          3.2514e-08 
 GRB230506531   38.400 6.2425e-06    5.8646e-08    2.9188e-06          3.2523e-08 
 GRB130909817   33.792 1.9770e-06    5.8364e-08    1.0487e-06          3.2539e-08 
 GRB230603525   20.480 3.5151e-06    5.8725e-08    1.9046e-06          3.2602e-08 
 GRB090320801   29.184 1.6705e-06    6.1584e-08    8.8422e-07          3.2606e-08 
 GRB201231550   21.184 7.0485e-06    5.1679e-08    4.2638e-06          3.2610e-08 
 GRB180722993   86.530 3.4319e-05    6.0247e-08    2.0409e-05          3.2610e-08 
 GRB180410336  102.402 2.7022e-06    6.1078e-08    1.4625e-06          3.2647e-08 
 GRB091005679    6.976 1.4050e-06    7.1811e-08    7.9129e-07          3.2658e-08 
 GRB190212482   17.920 1.3827e-06    5.6910e-08    6.4869e-07          3.2703e-08 
 GRB110916016    1.792 4.2261e-07    6.4902e-08    2.1718e-07          3.2719e-08 
 GRB180807097   54.272 4.5402e-06    6.6151e-08    2.3743e-06          3.2760e-08 
 GRB120913997  130.050 2.0280e-05    7.5478e-08    1.0926e-05          3.2778e-08 
 GRB090310189  116.930 5.5426e-06    6.2044e-08    2.9989e-06          3.2788e-08 
 GRB111107076   77.185 1.0405e-05    5.9145e-08    5.6786e-06          3.2795e-08 
 GRB130725527    6.656 5.1820e-06    6.1025e-08    2.7690e-06          3.2797e-08 
 GRB141209131   78.081 5.5484e-06    5.9198e-08    3.1916e-06          3.2803e-08 
 GRB140918379  165.632 2.1200e-06    6.5672e-08    1.0985e-06          3.2820e-08 
 GRB220827896  126.720 1.6444e-06    5.8848e-08    9.4451e-07          3.2830e-08 
 GRB180810278   15.104 2.2246e-06    5.4713e-08    1.2820e-06          3.2834e-08 
 GRB111003465   16.640 2.1043e-05    5.9884e-08    1.2063e-05          3.2838e-08 
 GRB090213236   20.224 1.0974e-06    5.8237e-08    6.6064e-07          3.2845e-08 
 GRB120703498   77.568 2.5968e-06    5.3469e-08    1.5370e-06          3.2863e-08 
 GRB170109137  293.637 1.4006e-05    6.2748e-08    8.1997e-06          3.2865e-08 
 GRB180718201    7.168 2.4835e-06    6.8418e-08    1.3968e-06          3.2885e-08 
 GRB150330828  153.859 1.4373e-04    6.0235e-08    7.0158e-05          3.2900e-08 
 GRB200313071   13.568 6.9136e-05    6.4567e-08    3.1325e-05          3.2923e-08 
 GRB200509958   13.312 1.2529e-06    6.0730e-08    6.7947e-07          3.2925e-08 
 GRB191227069   25.089 6.8927e-05    6.0265e-08    3.3591e-05          3.2930e-08 
 GRB220310933   16.384 7.1838e-07    6.0341e-08    3.9411e-07          3.2936e-08 
 GRB121210081   12.800 2.0243e-06    6.0656e-08    1.0578e-06          3.2944e-08 
 GRB240317454   35.072 2.4414e-06    6.2521e-08    1.2403e-06          3.2946e-08 
 GRB131127696   15.104 1.2172e-06    7.5193e-08    6.6982e-07          3.2975e-08 
 GRB211112607  111.618 2.8394e-06    6.3364e-08    1.5915e-06          3.3021e-08 
 GRB110911071    8.960 5.9377e-07    8.3461e-08    2.8753e-07          3.3035e-08 
 GRB161119633   77.824 6.8453e-06    5.8008e-08    3.2366e-06          3.3035e-08 
 GRB150122960   53.249 3.1678e-06    5.6373e-08    1.6527e-06          3.3043e-08 
 GRB140216331    2.432 9.7411e-07    1.1029e-07    2.8445e-07          3.3086e-08 
 GRB100225249   32.000 5.9595e-07    5.9501e-08    3.2519e-07          3.3095e-08 
 GRB111216389   81.921 4.4067e-05    6.3573e-08    2.5085e-05          3.3106e-08 
 GRB100301223   26.625 2.3963e-06    6.0652e-08    1.3756e-06          3.3108e-08 
 GRB130828306  136.962 3.8936e-05    6.0718e-08    2.2652e-05          3.3115e-08 
 GRB220910627    1.600 9.2406e-08    6.3362e-08    7.0484e-08          3.3116e-08 
 GRB210101861   19.456 3.9104e-06    5.8125e-08    2.1483e-06          3.3140e-08 
 GRB140620219   45.825 6.1453e-06    6.4030e-08    3.4297e-06          3.3173e-08 
 GRB130720116   48.640 4.2429e-06    4.8882e-08    2.2156e-06          3.3214e-08 
 GRB121202181   17.152 2.0056e-06    5.1266e-08    1.1715e-06          3.3218e-08 
 GRB230727460   14.592 7.3716e-06    5.9820e-08    4.4987e-06          3.3234e-08 
 GRB230807934   52.480 6.1744e-06    5.9560e-08    3.1600e-06          3.3249e-08 
 GRB080818579   59.329 3.8035e-06    5.8259e-08    2.0956e-06          3.3277e-08 
 GRB190307151   75.521 1.6794e-05    6.3286e-08    9.3541e-06          3.3299e-08 
 GRB110428338  101.634 1.5791e-05    6.6613e-08    6.8413e-06          3.3302e-08 
 GRB091223511   49.725 8.6851e-06    5.4982e-08    5.2673e-06          3.3313e-08 
 GRB180722418   51.457 5.6258e-06    6.3212e-08    2.8604e-06          3.3348e-08 
 GRB170705115   22.781 1.3382e-05    6.3103e-08    7.7182e-06          3.3394e-08 
 GRB210704815    4.672 4.0022e-05    7.1147e-08    1.3334e-05          3.3439e-08 
 GRB110610640   43.521 8.0237e-06    6.1467e-08    4.7392e-06          3.3471e-08 
 GRB170114917   12.032 1.8164e-05    6.1750e-08    1.0039e-05          3.3473e-08 
 GRB201229639   77.826 1.2738e-05    6.6977e-08    7.0602e-06          3.3509e-08 
 GRB180515814   20.224 1.2436e-05    6.1871e-08    7.7731e-06          3.3536e-08 
 GRB130420343   38.913 8.9181e-06    6.0589e-08    3.9037e-06          3.3547e-08 
 GRB170228773   46.081 7.9632e-06    6.1773e-08    4.5119e-06          3.3549e-08 
 GRB100728439   10.240 3.3388e-06    6.4695e-08    1.9511e-06          3.3552e-08 
 GRB150203173   25.600 1.8639e-06    6.2777e-08    9.6865e-07          3.3554e-08 
 GRB200421865   67.073 1.0003e-05    5.7194e-08    5.4070e-06          3.3583e-08 
 GRB230827762   83.201 2.8936e-05    7.8686e-08    1.4963e-05          3.3680e-08 
 GRB100506653   21.376 2.4226e-06    5.3255e-08    1.4098e-06          3.3692e-08 
 GRB120308588   25.600 6.7214e-06    6.2736e-08    3.2392e-06          3.3702e-08 
 GRB080805584   65.665 4.3788e-06    6.4487e-08    2.2661e-06          3.3732e-08 
 GRB140905454  110.082 2.7462e-05    5.6012e-08    1.6692e-05          3.3739e-08 
 GRB180306973   39.680 3.6850e-06    5.3495e-08    2.0069e-06          3.3752e-08 
 GRB090319622   54.785 6.0324e-06    6.4997e-08    3.4929e-06          3.3757e-08 
 GRB161207813   36.352 4.3269e-06    6.7651e-08    2.5228e-06          3.3763e-08 
 GRB180922734   16.896 7.4239e-07    6.0959e-08    3.8896e-07          3.3764e-08 
 GRB110505203    4.096 2.0341e-06    6.9418e-08    1.0149e-06          3.3849e-08 
 GRB120420249   25.600 2.8780e-06    5.9863e-08    1.6303e-06          3.3854e-08 
 GRB160503567   28.672 2.1269e-06    5.1707e-08    1.2444e-06          3.3876e-08 
 GRB200227306   24.320 1.1262e-05    6.0822e-08    6.6359e-06          3.3889e-08 
 GRB100907751    5.376 7.3333e-07    5.5525e-08    4.3389e-07          3.3891e-08 
 GRB220408311   32.513 3.4595e-05    6.8446e-08    2.0091e-05          3.3913e-08 
 GRB100816026    2.045 3.6504e-06    5.3147e-08    2.5038e-06          3.3913e-08 
 GRB121109338   22.144 5.3365e-06    6.5419e-08    2.8867e-06          3.3921e-08 
 GRB201208252   44.801 6.6853e-06    6.2048e-08    3.7197e-06          3.3924e-08 
 GRB120702891   35.073 1.5981e-06    5.8149e-08    9.9531e-07          3.3976e-08 
 GRB140608713    6.400 1.9455e-06    6.0005e-08    1.1495e-06          3.3996e-08 
 GRB130727698   12.992 8.1625e-06    6.3628e-08    4.5820e-06          3.4006e-08 
 GRB171011162  101.888 5.4559e-06    6.2916e-08    3.0182e-06          3.4019e-08 
 GRB140304849  232.708 8.3213e-06    5.2375e-08    4.7747e-06          3.4037e-08 
 GRB140709637  156.416 7.3577e-06    6.3382e-08    4.2147e-06          3.4041e-08 
 GRB140619475    2.816 1.5459e-06    6.9537e-08    4.8714e-07          3.4134e-08 
 GRB100313288   12.864 4.3972e-06    7.6025e-08    2.7712e-06          3.4138e-08 
 GRB170115743   44.288 5.1941e-05    6.2911e-08    1.5937e-05          3.4143e-08 
 GRB140311885   72.193 7.0240e-06    6.7481e-08    3.9963e-06          3.4187e-08 
 GRB130620498   14.592 1.1754e-06    5.5800e-08    7.4781e-07          3.4190e-08 
 GRB131008858   36.349 8.2276e-06    7.0163e-08    4.4342e-06          3.4201e-08 
 GRB170405777   78.593 7.3963e-05    6.6154e-08    3.8576e-05          3.4203e-08 
 GRB150705009   20.992 3.8183e-06    5.7790e-08    2.3823e-06          3.4208e-08 
 GRB230621990   32.769 1.5544e-05    6.1108e-08    5.4694e-06          3.4214e-08 
 GRB221115018  147.459 1.2801e-05    6.4239e-08    7.5931e-06          3.4283e-08 
 GRB130206482   11.264 7.1626e-06    6.0838e-08    4.3706e-06          3.4317e-08 
 GRB170423719   46.593 2.4096e-05    6.6790e-08    1.3086e-05          3.4337e-08 
 GRB220609063   11.520 8.4055e-07    5.2412e-08    5.1269e-07          3.4344e-08 
 GRB190805106    9.216 4.3952e-06    6.6688e-08    2.7028e-06          3.4369e-08 
 GRB140628626   12.544 1.4664e-06    6.2329e-08    8.2633e-07          3.4376e-08 
 GRB170130510  101.122 7.3402e-06    6.6579e-08    4.0559e-06          3.4385e-08 
 GRB121125356   49.857 6.5605e-06    6.7469e-08    3.7373e-06          3.4414e-08 
 GRB101224614   25.601 2.6064e-06    5.7558e-08    1.3249e-06          3.4419e-08 
 GRB140427702   13.312 5.3739e-07    6.4306e-08    2.7413e-07          3.4423e-08 
 GRB160512536  104.448 3.4108e-06    6.1294e-08    1.9157e-06          3.4441e-08 
 GRB160528276    7.168 7.4301e-07    6.9412e-08    4.2867e-07          3.4453e-08 
 GRB130609129    5.376 1.0624e-06    8.2245e-08    4.5572e-07          3.4494e-08 
 GRB130404840   34.561 8.3550e-06    5.9542e-08    3.6482e-06          3.4534e-08 
 GRB081204004    7.424 1.0188e-06    5.3861e-08    7.0830e-07          3.4563e-08 
 GRB201020732   15.872 3.4131e-05    6.2829e-08    2.0764e-05          3.4568e-08 
 GRB130420539   13.824 1.5971e-06    5.7693e-08    8.7569e-07          3.4576e-08 
 GRB120206949    9.472 5.8759e-06    6.3131e-08    3.4033e-06          3.4611e-08 
 GRB150430015  111.618 1.5615e-05    6.5411e-08    8.0466e-06          3.4621e-08 
 GRB091024372   93.954 8.5610e-06    6.0053e-08    4.9684e-06          3.4660e-08 
 GRB201021111   20.480 5.7891e-06    6.8570e-08    3.4071e-06          3.4673e-08 
 GRB220523558    7.168 4.5841e-06    6.6831e-08    2.8813e-06          3.4683e-08 
 GRB080824909    7.424 2.7329e-06    5.9106e-08    1.5848e-06          3.4708e-08 
 GRB170318644    4.096 5.0807e-07    5.1640e-08    3.1399e-07          3.4712e-08 
 GRB130818941   25.344 3.5262e-06    6.8296e-08    2.0606e-06          3.4733e-08 
 GRB100427356   12.544 2.2802e-06    6.0307e-08    1.2832e-06          3.4767e-08 
 GRB210722871   61.953 4.3665e-06    6.3820e-08    2.5849e-06          3.4767e-08 
 GRB181206970   89.088 3.6037e-06    6.1805e-08    1.9830e-06          3.4779e-08 
 GRB211129410  111.106 3.5778e-06    8.1462e-08    1.9322e-06          3.4781e-08 
 GRB211229145  119.807 1.3078e-05    6.4604e-08    7.5148e-06          3.4795e-08 
 GRB230804277   39.936 4.4443e-06    9.4194e-08    2.1244e-06          3.4837e-08 
 GRB231020900   22.528 3.8240e-05    6.4979e-08    2.1975e-05          3.4876e-08 
 GRB150603823  102.144 4.7120e-06    6.3984e-08    2.5740e-06          3.4912e-08 
 GRB190205938   98.050 1.1403e-05    6.7204e-08    5.6470e-06          3.4914e-08 
 GRB170208758    7.168 2.6299e-06    6.7684e-08    1.5240e-06          3.4968e-08 
 GRB080817161   60.289 5.3250e-05    7.3063e-08    2.5609e-05          3.4998e-08 
 GRB150630958   39.169 2.3007e-06    6.6990e-08    1.3220e-06          3.5060e-08 
 GRB201213746   46.336 2.0446e-06    6.4367e-08    1.0895e-06          3.5073e-08 
 GRB130310840   16.000 1.1295e-05    6.7067e-08    4.9657e-06          3.5120e-08 
 GRB180113116   11.264 1.4232e-05    6.7461e-08    7.7894e-06          3.5122e-08 
 GRB171215705   28.928 1.6542e-06    6.7700e-08    9.5826e-07          3.5165e-08 
 GRB130109206    8.960 2.5352e-06    6.7822e-08    1.3963e-06          3.5167e-08 
 GRB160118060   46.849 2.9840e-05    4.5460e-08    1.7303e-05          3.5176e-08 
 GRB080715950    7.872 5.0402e-06    7.9535e-08    2.5431e-06          3.5188e-08 
 GRB180610377  163.331 8.5794e-06    6.6992e-08    4.8162e-06          3.5242e-08 
 GRB151027166  123.394 1.4069e-05    6.0969e-08    7.5630e-06          3.5262e-08 
 GRB160220868   22.528 1.2136e-06    1.0895e-07    5.2550e-07          3.5283e-08 
 GRB121027038  166.915 7.3949e-06    6.5268e-08    4.3978e-06          3.5293e-08 
 GRB180516229   13.824 1.7834e-06    6.8170e-08    1.0614e-06          3.5308e-08 
 GRB150703149   50.176 5.0155e-06    6.8097e-08    2.6292e-06          3.5332e-08 
 GRB170723076   20.224 1.8645e-06    6.7128e-08    1.0278e-06          3.5365e-08 
 GRB150802127  313.093 1.4592e-05    6.6361e-08    8.2683e-06          3.5408e-08 
 GRB120222119   29.440 2.4509e-06    6.2101e-08    1.3814e-06          3.5411e-08 
 GRB120121251   37.121 1.1544e-05    6.6510e-08    6.6368e-06          3.5450e-08 
 GRB141215560   11.264 2.5822e-05    6.5054e-08    1.3929e-05          3.5474e-08 
 GRB150908408   60.928 3.4871e-06    6.0309e-08    2.1150e-06          3.5477e-08 
 GRB180305393   13.056 5.8065e-05    6.4935e-08    2.8113e-05          3.5492e-08 
 GRB210826293   19.712 1.2052e-05    6.0616e-08    7.2367e-06          3.5499e-08 
 GRB081229187    0.768 1.0595e-06    7.6578e-08    2.8093e-07          3.5512e-08 
 GRB180218635    5.632 5.4708e-05    7.0289e-08    2.4359e-05          3.5515e-08 
 GRB221226698  128.514 2.5070e-05    6.3417e-08    1.3154e-05          3.5562e-08 
 GRB160924253   74.496 1.0313e-06    5.5444e-08    5.4651e-07          3.5563e-08 
 GRB140817229   26.112 2.3813e-06    6.6372e-08    1.3508e-06          3.5582e-08 
 GRB160225809   64.257 1.7677e-05    6.5721e-08    1.0598e-05          3.5586e-08 
 GRB080924766   39.937 4.7270e-06    7.8744e-08    2.5241e-06          3.5587e-08 
 GRB160728337   18.688 9.5055e-07    6.2236e-08    5.2055e-07          3.5591e-08 
 GRB230524255   35.329 3.5896e-06    6.9151e-08    1.9838e-06          3.5612e-08 
 GRB100326294    5.632 3.8185e-07    5.8574e-08    2.4288e-07          3.5642e-08 
 GRB190603795   22.528 1.7627e-06    6.6958e-08    8.5828e-07          3.5672e-08 
 GRB200714437  152.576 6.9707e-06    6.2464e-08    3.9907e-06          3.5709e-08 
 GRB190808498   47.360 1.1310e-06    6.2901e-08    6.2206e-07          3.5741e-08 
 GRB241025546   37.889 4.2510e-06    6.6161e-08    2.2467e-06          3.5765e-08 
 GRB121217313  828.672 6.7667e-06    6.5604e-08    3.6669e-06          3.5769e-08 
 GRB140907672   35.841 6.4501e-06    6.3631e-08    3.8703e-06          3.5773e-08 
 GRB140213807   18.624 2.1248e-05    6.5441e-08    1.1122e-05          3.5818e-08 
 GRB101207536   61.441 6.6485e-06    7.1788e-08    3.7661e-06          3.5852e-08 
 GRB130928537  132.994 1.9528e-05    9.7592e-08    7.3227e-06          3.5874e-08 
 GRB221021388   68.353 1.3670e-05    6.8946e-08    7.2137e-06          3.5877e-08 
 GRB100212550    3.773 3.6033e-06    9.2089e-08    1.5155e-06          3.5924e-08 
 GRB170126480   13.824 8.5363e-06    6.6325e-08    4.7715e-06          3.5929e-08 
 GRB191108003  125.699 1.1045e-05    7.9650e-08    7.2142e-06          3.6051e-08 
 GRB170614486   26.880 2.1953e-05    7.2661e-08    1.2057e-05          3.6053e-08 
 GRB220320194   19.968 4.3114e-05    6.9759e-08    2.3135e-05          3.6058e-08 
 GRB130527627   27.776 1.0903e-05    5.7627e-08    6.1429e-06          3.6175e-08 
 GRB170826819   11.008 3.2272e-05    7.4419e-08    1.4916e-05          3.6203e-08 
 GRB101116481    0.576 3.0435e-07    6.3863e-08    1.5498e-07          3.6213e-08 
 GRB210622440   16.128 3.4954e-06    6.6464e-08    1.8544e-06          3.6239e-08 
 GRB190831693   17.920 1.9870e-06    7.0588e-08    1.1527e-06          3.6244e-08 
 GRB140122597    3.584 9.0539e-07    5.2717e-08    5.9395e-07          3.6275e-08 
 GRB240306282    8.960 3.1931e-06    7.1556e-08    1.8857e-06          3.6313e-08 
 GRB171029020   19.712 1.5372e-06    6.8866e-08    7.7773e-07          3.6325e-08 
 GRB230426853   25.856 5.2286e-05    6.7408e-08    2.6786e-05          3.6368e-08 
 GRB121117018  331.782 1.0632e-05    6.8216e-08    5.1254e-06          3.6395e-08 
 GRB240910167  272.388 1.5801e-05    6.8812e-08    9.1693e-06          3.6397e-08 
 GRB190311600   12.544 1.3640e-06    6.7788e-08    6.8323e-07          3.6420e-08 
 GRB141226880   38.656 3.2054e-06    6.6006e-08    1.8048e-06          3.6420e-08 
 GRB230310031   52.224 3.5643e-06    6.8908e-08    1.9603e-06          3.6451e-08 
 GRB200207058   15.616 4.2157e-06    6.7085e-08    2.5017e-06          3.6538e-08 
 GRB210306397   15.104 1.4323e-06    7.5686e-08    8.2131e-07          3.6588e-08 
 GRB140729026   55.553 8.0522e-06    7.2776e-08    3.3718e-06          3.6595e-08 
 GRB130819394   82.689 8.6817e-06    6.9009e-08    4.8425e-06          3.6642e-08 
 GRB090112332   58.369 3.9190e-06    6.8364e-08    2.1492e-06          3.6643e-08 
 GRB140723067   56.320 1.4857e-05    9.7186e-08    5.6717e-06          3.6655e-08 
 GRB220711761   81.602 8.1058e-06    6.7552e-08    4.3867e-06          3.6680e-08 
 GRB090516853   14.464 5.0024e-06    9.5920e-08    2.2462e-06          3.6684e-08 
 GRB090428441    3.968 1.0400e-06    6.2717e-08    6.1554e-07          3.6705e-08 
 GRB240115698  163.076 8.5121e-06    6.5398e-08    4.8223e-06          3.6719e-08 
 GRB190325999  316.933 1.5435e-05    6.1484e-08    8.9606e-06          3.6748e-08 
 GRB200903902    7.168 5.3829e-07    6.0018e-08    3.1323e-07          3.6783e-08 
 GRB150806348   85.248 6.6867e-06    7.1509e-08    3.8566e-06          3.6794e-08 
 GRB110204179   28.672 3.0959e-06    6.5805e-08    1.9097e-06          3.6823e-08 
 GRB220314898   30.465 7.2787e-06    7.3995e-08    4.4826e-06          3.6838e-08 
 GRB171206122   15.360 1.5221e-06    7.2998e-08    8.1495e-07          3.6877e-08 
 GRB130403866   22.784 1.0943e-06    6.9345e-08    6.1453e-07          3.6925e-08 
 GRB190501794  424.967 6.0339e-06    7.1103e-08    3.1228e-06          3.6942e-08 
 GRB110904124   83.905 1.1098e-05    6.8514e-08    6.2577e-06          3.6947e-08 
 GRB160419637   24.320 1.5154e-06    6.1084e-08    9.3387e-07          3.6948e-08 
 GRB190830023   12.288 2.0560e-06    6.6930e-08    1.4325e-06          3.6952e-08 
 GRB180927993    4.608 1.0891e-06    6.7730e-08    6.0516e-07          3.6984e-08 
 GRB090623107   47.105 1.1845e-05    7.1497e-08    5.5795e-06          3.7000e-08 
 GRB220308233   32.768 1.9925e-06    6.5878e-08    1.0643e-06          3.7067e-08 
 GRB220610295   17.664 7.8335e-06    6.5656e-08    4.5903e-06          3.7094e-08 
 GRB160422499   12.288 8.8021e-05    7.0522e-08    4.6101e-05          3.7120e-08 
 GRB210123305   13.056 2.2490e-05    6.7481e-08    1.1473e-05          3.7122e-08 
 GRB121102064    2.048 5.6716e-07    6.2265e-08    4.0931e-07          3.7152e-08 
 GRB221107058  231.428 3.7677e-05    7.4112e-08    2.1627e-05          3.7159e-08 
 GRB150323395   56.321 1.9188e-05    6.8727e-08    1.0661e-05          3.7160e-08 
 GRB081221681   29.697 3.0037e-05    8.6881e-08    1.7785e-05          3.7179e-08 
 GRB220107615   33.025 1.8004e-05    6.9602e-08    9.9099e-06          3.7182e-08 
 GRB090524346   54.337 1.6588e-05    6.0659e-08    9.4884e-06          3.7232e-08 
 GRB080904886   17.344 5.2448e-06    7.0695e-08    2.1311e-06          3.7249e-08 
 GRB160310291   23.613 2.5374e-06    6.1689e-08    1.4268e-06          3.7266e-08 
 GRB140717827   80.640 5.7864e-06    5.8940e-08    3.0337e-06          3.7340e-08 
 GRB091003191   20.224 2.3315e-05    7.7664e-08    1.1999e-05          3.7345e-08 
 GRB180723757   19.712 4.3311e-05    5.9251e-08    2.4066e-05          3.7453e-08 
 GRB190608009   85.250 8.2514e-06    7.1342e-08    4.6106e-06          3.7455e-08 
 GRB120727681   10.496 9.2348e-06    7.3817e-08    5.2915e-06          3.7461e-08 
 GRB111103441   11.968 2.9768e-06    7.8500e-08    1.9224e-06          3.7551e-08 
 GRB200506020  116.994 5.2346e-06    7.5495e-08    3.0708e-06          3.7563e-08 
 GRB151212030   22.272 2.0584e-06    6.9738e-08    1.1944e-06          3.7573e-08 
 GRB180826055  290.565 2.6227e-05    6.8827e-08    1.4170e-05          3.7581e-08 
 GRB091106762   14.592 1.8278e-06    7.7489e-08    7.8536e-07          3.7595e-08 
 GRB180724807   58.113 2.7823e-05    8.5006e-08    1.3084e-05          3.7619e-08 
 GRB190117369   35.585 2.8053e-06    6.9840e-08    1.5882e-06          3.7622e-08 
 GRB090309767   56.513 4.4239e-06    6.8751e-08    2.2837e-06          3.7628e-08 
 GRB101010190   65.025 1.5514e-06    6.0009e-08    9.3077e-07          3.7649e-08 
 GRB111201599   16.896 1.8597e-06    6.9205e-08    9.3916e-07          3.7753e-08 
 GRB110205588  158.720 4.2107e-06    8.3282e-08    2.1957e-06          3.7766e-08 
 GRB120217808    5.888 1.7463e-06    7.7573e-08    8.2275e-07          3.7786e-08 
 GRB151026523   63.232 4.3163e-06    6.9493e-08    2.2990e-06          3.7791e-08 
 GRB160513962   65.792 1.9313e-06    7.0104e-08    1.0762e-06          3.7797e-08 
 GRB081024851   56.065 6.2707e-06    7.1664e-08    3.4420e-06          3.7805e-08 
 GRB150919606    6.656 2.3159e-06    6.5173e-08    1.4655e-06          3.7814e-08 
 GRB131011741   77.057 8.8767e-06    6.4368e-08    5.0588e-06          3.7841e-08 
 GRB081003644   50.177 8.9963e-06    1.0815e-07    3.4870e-06          3.7891e-08 
 GRB120618128   17.600 5.5799e-06    6.8414e-08    3.7910e-06          3.7901e-08 
 GRB160316139   17.152 1.9114e-06    6.1847e-08    1.1452e-06          3.7944e-08 
 GRB141229492   13.824 5.5962e-06    7.0209e-08    2.7171e-06          3.7944e-08 
 GRB100511035   42.433 2.9972e-05    1.0343e-07    1.2737e-05          3.7978e-08 
 GRB180426005   38.145 8.1044e-06    6.9164e-08    4.6166e-06          3.8012e-08 
 GRB180724984    4.608 7.4495e-07    5.8136e-08    4.8858e-07          3.8022e-08 
 GRB080916009   62.977 6.0272e-05    6.9972e-08    2.7502e-05          3.8033e-08 
 GRB170124238   39.168 6.6659e-06    7.6425e-08    4.0045e-06          3.8058e-08 
 GRB120604343   12.032 1.5097e-06    7.2318e-08    8.6221e-07          3.8067e-08 
 GRB190323303   30.465 1.1369e-05    7.6909e-08    6.6139e-06          3.8070e-08 
 GRB230826814   37.377 6.5835e-06    7.5415e-08    3.8984e-06          3.8087e-08 
 GRB090328401   61.697 4.2022e-05    6.5336e-08    1.9653e-05          3.8101e-08 
 GRB140906429   20.736 8.3680e-06    6.7815e-08    4.8022e-06          3.8118e-08 
 GRB160219289    3.520 1.1074e-06    7.5187e-08    4.2658e-07          3.8194e-08 
 GRB230503847   83.458 6.1295e-06    7.3206e-08    3.4714e-06          3.8218e-08 
 GRB170511477    2.304 4.1050e-07    7.7838e-08    2.3120e-07          3.8228e-08 
 GRB200801650   63.745 1.2034e-05    6.7253e-08    7.0470e-06          3.8235e-08 
 GRB110926107   75.265 1.1975e-05    7.0918e-08    6.4181e-06          3.8252e-08 
 GRB140810782   81.665 1.0970e-04    6.8958e-08    5.6917e-05          3.8264e-08 
 GRB171103655   25.600 2.7981e-06    7.0426e-08    1.4376e-06          3.8270e-08 
 GRB211204493  139.266 2.0289e-05    7.4441e-08    1.2074e-05          3.8286e-08 
 GRB170625692   22.784 1.9512e-06    7.4965e-08    1.1208e-06          3.8290e-08 
 GRB111113410   15.360 3.1028e-06    6.9452e-08    1.5511e-06          3.8334e-08 
 GRB111024722   65.025 1.4403e-05    7.0389e-08    8.0544e-06          3.8361e-08 
 GRB151117442   58.561 8.7776e-06    6.8321e-08    4.8610e-06          3.8363e-08 
 GRB091128285   76.289 3.6756e-05    7.6435e-08    2.1543e-05          3.8370e-08 
 GRB130502327   24.320 1.0496e-04    6.4268e-08    5.7028e-05          3.8370e-08 
 GRB210721978    9.984 9.3388e-07    6.1376e-08    5.6324e-07          3.8397e-08 
 GRB130131511  147.459 3.9205e-05    7.1551e-08    2.3758e-05          3.8415e-08 
 GRB141205763    5.437 6.4061e-06    7.7621e-08    3.4994e-06          3.8441e-08 
 GRB111120556   98.626 6.7277e-06    8.4172e-08    3.1901e-06          3.8473e-08 
 GRB230903440  122.114 7.5589e-06    7.5675e-08    4.3309e-06          3.8516e-08 
 GRB130630272   17.152 1.6520e-05    6.9479e-08    9.8569e-06          3.8530e-08 
 GRB210504959   13.568 3.4670e-06    6.7895e-08    1.8876e-06          3.8620e-08 
 GRB101216721    1.917 3.0436e-06    6.7826e-08    1.8819e-06          3.8622e-08 
 GRB130219775   96.129 2.8469e-05    7.3336e-08    1.5335e-05          3.8708e-08 
 GRB140825328   78.593 7.8064e-06    6.8186e-08    4.3606e-06          3.8721e-08 
 GRB160917479   19.456 5.2324e-06    6.1881e-08    2.6188e-06          3.8723e-08 
 GRB210312169   65.281 2.7056e-06    7.6383e-08    1.5072e-06          3.8732e-08 
 GRB240727250   18.688 2.8520e-06    7.0236e-08    1.4791e-06          3.8749e-08 
 GRB180409346   13.056 4.6578e-05    9.5199e-08    2.4259e-05          3.8767e-08 
 GRB171202113   81.152 1.0817e-05    7.8472e-08    6.1829e-06          3.8782e-08 
 GRB090228976    7.936 9.6376e-07    6.5781e-08    5.4166e-07          3.8795e-08 
 GRB110411629   23.552 3.5843e-06    6.8805e-08    2.0272e-06          3.8863e-08 
 GRB130305486   25.600 4.6490e-05    7.1830e-08    1.8493e-05          3.8904e-08 
 GRB180126095   18.432 9.3269e-06    7.4567e-08    4.8196e-06          3.8970e-08 
 GRB140916234   31.233 6.0945e-06    7.1503e-08    2.3523e-06          3.9119e-08 
 GRB140404030   84.992 1.9232e-06    6.2145e-08    1.1480e-06          3.9121e-08 
 GRB161228553   47.105 4.6841e-06    6.9431e-08    2.5280e-06          3.9156e-08 
 GRB160623209  107.776 3.9564e-06    6.8702e-08    2.1145e-06          3.9158e-08 
 GRB120129580    3.072 5.4486e-05    7.1163e-08    2.9447e-05          3.9180e-08 
 GRB220223094    8.704 7.3543e-07    7.9817e-08    3.8261e-07          3.9246e-08 
