name        t90     t90_error fluence_batse fluence_batse_error flux_batse_1024 flux_batse_1024_error flux_batse_64 flux_batse_64_error
GRB201221978   7.168    2.673   9.3226e-07         3.0175e-08         1.2758               0.1033       2.1693             0.5277
GRB090717034  65.537    1.557   1.3078e-05         3.9452e-08         6.1782               0.2364       8.2948             0.9171
GRB121217313 828.672   11.363   3.6669e-06         3.5769e-08         0.9376               0.1145       2.5302             0.7105
GRB110521478   6.141    0.809   1.7098e-06         3.9500e-08         5.2684               0.2576       8.2643             1.2392
GRB111003465  16.640    1.056   1.2063e-05         3.2838e-08         9.3971               0.1701      10.9588             0.7005
GRB180625941   0.704    0.680   1.9812e-07         2.4027e-08         1.1896               0.1322       3.1116             0.7853
GRB170906485  45.568   16.689   1.9538e-07         1.7341e-08         0.4653               0.0943       1.1893             0.4628
GRB110929187   5.120    0.572   1.3498e-06         1.0807e-08         2.7938               0.1270       3.6688             0.5434
GRB210603907   7.936    1.717   4.1858e-07         1.1794e-08         0.8615               0.1068       2.4152             0.5309
GRB171004857   8.192    0.923   6.9777e-07         4.0867e-08         1.6480               0.1846       3.0366             1.0186
GRB201121130  15.360    2.187   7.0800e-07         1.9272e-08         0.8186               0.1066       1.9105             0.6528
GRB160528276   7.168    2.611   4.2867e-07         3.4453e-08         0.7973               0.1586       1.7753             1.0303
GRB150802127 313.093    2.673   8.2683e-06         3.5408e-08         2.6356               0.1777       4.5772             0.8409
GRB130406288   7.936    1.305   1.7309e-06         2.8441e-08         4.5829               0.1321       7.3664             0.6079
GRB170912273  13.568    1.557   1.8987e-06         1.4588e-08         2.9306               0.1065       5.4913             0.5123
GRB141013803  82.432   16.392   4.8329e-06         1.1243e-07         1.0530               0.1086       2.5703             0.6387
GRB190507712   0.096    0.705   6.3946e-08         2.5988e-09         0.2986               0.0478       2.6086             0.5096
GRB230614385  14.909    0.602   3.2908e-06         1.0914e-08         3.8474               0.1153       5.1169             0.5031
GRB210102861  83.970    1.717   3.1824e-06         2.7661e-08         1.9845               0.1765       3.7655             0.8643
GRB170727841  19.200    3.974   4.8071e-07         1.9269e-08         0.6430               0.0821       1.4036             0.4025
GRB220726405  19.456    3.482   8.7899e-07         3.0885e-08         0.7147               0.0710       2.1790             0.4296
GRB210119121   0.048    0.058   1.4788e-07         6.6705e-09         0.7953               0.0973       7.1349             0.7118
GRB170112970   7.360    1.557   3.4320e-07         1.0213e-08         1.0632               0.0858       1.9195             0.4195
GRB210712405   7.168    1.810   7.7100e-07         2.9539e-08         1.1109               0.0877       1.5341             0.4118
GRB150228981  36.609    1.056   6.6694e-06         1.5511e-08         3.0581               0.1219       3.9662             0.5643
GRB150206285  23.296    3.338   1.7332e-06         2.1359e-08         1.2197               0.0928       2.6058             0.5586
GRB151231443  71.425    0.724   5.0443e-05         1.1546e-07        21.2986               0.5825      26.1010             2.6187
GRB171025913   7.936    3.167   2.4315e-07         1.4135e-08         0.4442               0.0759       0.9592             0.4394
GRB180822562 152.003    1.639   4.9556e-06         1.8532e-08         1.7692               0.1071       2.6254             0.5286
GRB211124104   0.512    0.345   2.9162e-07         1.7917e-08         2.0326               0.1311       5.6756             0.6938
GRB140115863  14.909    1.072   2.3107e-06         2.0397e-08         2.0672               0.1106       3.5350             0.6171
GRB191205741   2.048    3.620   5.7588e-08         1.5893e-08         0.5032               0.0891       1.2746             0.3844
GRB120119229  41.728    1.557   2.7916e-06         1.8632e-08         1.6921               0.0969       2.6775             0.6035
GRB080719529  16.128   17.887   3.8766e-07         1.4661e-08         0.2340               0.0404       0.5929             0.1768
GRB211107848   8.384    4.332   2.7400e-07         1.7994e-08         0.4082               0.0627       2.0447             0.5897
GRB240227195   1.600    0.716   2.3594e-07         8.4623e-09         1.0879               0.0872       2.5716             0.5806
GRB190409901   1.600    2.673   2.8993e-07         2.6024e-08         1.1204               0.1416       2.1319             0.6030
GRB120304061   9.984    1.055   2.0815e-06         1.0950e-08         3.2454               0.0890       3.7796             0.3011
GRB210621447  15.616    3.874   5.8416e-07         3.1692e-08         1.6336               0.1227       2.4887             0.5425
GRB081006872   3.328    1.305   2.3914e-07         1.1026e-08         0.4484               0.0682       1.9862             0.4989
GRB210723615  42.753    2.862   7.0921e-06         7.1927e-08         2.2255               0.1347       3.2853             0.6207
GRB211207416 120.322    3.167   1.1531e-05         2.7797e-08         2.2842               0.1126       3.0526             0.5207
GRB150514774  10.813    1.072   2.5347e-06         2.4576e-08         6.1586               0.1259       7.6071             0.5465
GRB200630076   7.168    2.360   4.0123e-07         1.7865e-08         0.9604               0.0946       1.8870             0.5238
GRB091231206  42.561    3.664   5.5755e-06         1.0621e-07         1.8319               0.1734       2.3535             0.6302
GRB210807525   8.704    0.810   1.0537e-06         1.7752e-08         1.1942               0.1163       2.0853             0.5254
GRB230812395  25.600    2.111   1.3332e-06         1.4708e-08         0.9832               0.0866       1.8546             0.4101
GRB191111364  88.066    0.923   8.5883e-06         3.2366e-08         2.5964               0.1282       4.0598             0.5774
GRB161106786  12.544    2.862   6.3575e-07         1.1315e-08         1.4881               0.0921       2.3692             0.4245
GRB161110179   1.792    0.923   8.4661e-08         1.3357e-08         0.7589               0.0967       1.7067             0.4270
GRB160424492   6.592    0.923   1.5925e-06         1.3607e-08         3.5522               0.1336       4.5438             0.5669
GRB081121858  41.985    8.510   8.4707e-06         1.1958e-07         3.4956               0.3673       7.1650             1.2484
GRB120511638  45.249    2.940   5.6551e-06         5.2604e-08         2.2067               0.1670       3.8253             0.8090
GRB130730243  27.904    1.999   1.0422e-06         2.2932e-08         0.6924               0.0982       1.4804             0.4893
GRB130304658  23.296    4.382   9.5807e-07         2.4593e-08         0.6543               0.0899       2.5197             0.7080
GRB190422957 213.252   10.746   4.2813e-06         5.4051e-08         0.7531               0.0822       1.3899             0.4666
GRB080723557  58.369    1.985   3.9247e-05         1.1537e-07        15.1367               0.4766      21.1932             1.7891
GRB190129515   8.704    1.379   5.3211e-07         1.7078e-08         0.6195               0.0681       1.8359             0.6303
GRB080714745  59.649   11.276   3.2633e-06         6.0324e-08         2.8220               0.3636       4.4107             1.6625
GRB140716436 168.253   53.762   6.8162e-06         5.3400e-08         4.8402               0.2173       7.4192             1.0286
GRB130701060  20.224    1.729   3.7740e-06         4.9645e-08         4.5650               0.2275       6.3399             1.0248
GRB130617564   0.768    0.630   1.3481e-07         8.7386e-09         1.0150               0.1199       1.8546             0.5393
GRB160912350  32.705   13.057   2.4135e-06         2.6258e-08         2.6318               0.1123       3.7427             0.4742
GRB150827785  10.496    2.673   1.0479e-06         1.4635e-08         0.8735               0.0867       1.4759             0.4039
GRB180505540  21.760    0.923   1.0168e-05         5.0274e-08        12.1368               0.3738      16.3710             1.5482
GRB200901158  10.176    2.580   2.4849e-06         7.2625e-08         3.0027               0.2681       4.6104             1.4106
GRB200617679   1.216    0.487   1.3427e-07         2.0875e-08         0.6949               0.1200       1.5994             0.5970
GRB190119249  34.304    9.319   5.5545e-07         1.6653e-08         0.5994               0.0789       1.3758             0.3290
GRB171112868 302.789    0.923   7.7330e-06         3.1863e-08         2.9980               0.1512       3.6887             0.6283
GRB200126466   0.768    1.168   7.9965e-08         6.7210e-09         0.5032               0.0546       3.3938             0.4718
GRB230709902   3.840    2.360   4.8520e-07         2.7889e-08         1.4866               0.1331       3.1560             0.7452
GRB120909070 112.066   10.419   5.1726e-06         7.8730e-08         1.0859               0.0907       2.2902             0.5056
GRB100225115  12.992    1.925   3.0632e-06         4.8518e-08         2.1336               0.1472       3.4893             0.6054
GRB100916779  12.800    2.111   9.2369e-07         7.8841e-08         2.4850               0.2056      10.1017             1.3329
GRB141031304  19.456    2.896   2.7425e-06         2.7066e-08         1.2102               0.0895       1.9581             0.4381
GRB200219317   1.152    1.032   7.5544e-07         2.4170e-08         3.5170               0.1250      10.9952             0.7189
GRB140528837  13.568    0.572   1.2363e-05         2.6191e-08         7.8902               0.2001      10.7964             0.8496
GRB230430368  57.600    3.482   2.9389e-06         2.2538e-08         0.6913               0.0903       1.5400             0.4308
GRB191022341  77.824    5.030   2.2916e-06         3.0832e-08         0.4785               0.0408       0.6206             0.1673
